steps,fast_hit_rate,med_hit_rate,slow_hit_rate,miss_rate,avg_latency_ns,avg_energy,prefetch_accuracy,avg_retrain_time_ms,security_checks,policy
2000,0.6295,0.0775,0.0865,0.2065,669.2625,2.5688999999999997,0.0,0.0,17,Baseline-LRU
